test_id,reference_number,test_cas,test_location,test_exposure_type,test_control_type,test_media_type,test_application_freq_unit,test_organism_lifestage,result_id,result_effect,result_endpoint,result_obs_duration_mean,result_conc1_type,result_conc1_mean_op,result_conc1_mean,result_conc1_mean_mol,media_ph_mean,media_temperature_mean,tax_all,tax_name,tax_class,tax_order,tax_family,tax_genus,tax_species,tax_gs,species_number,tax_group,tax_pdm_available,tax_eco_climate,tax_eco_ecozone,tax_eco_food,tax_eco_migrate5,tax_eco_migrate2,tax_ps_ampv,tax_ps_ampkap,tax_ps_amppm,tax_lh_amd,tax_lh_lbcm,tax_lh_lpcm,tax_lh_licm,tax_lh_ri#/d,result_conc1_mean_binary,result_conc1_mean_log,result_conc1_mean_mol_log
1009787,518,7782-50-5,LAB,S,S,FW,X,NR,24972,MOR,LC50,48.0,T,,0.15,2.1156558077823e-06,7.5,5.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.823908740944319,-5.67455498547408
1009788,518,7782-50-5,LAB,S,S,FW,X,NR,24973,MOR,LC50,48.0,T,,0.13,1.83356836674466e-06,7.5,10.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.886056647693163,-5.73670289222293
1009789,518,7782-50-5,LAB,S,S,FW,X,NR,24974,MOR,LC50,48.0,T,,0.12,1.69252464622584e-06,7.5,15.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.920818753952375,-5.77146499848214
1009790,518,7782-50-5,LAB,S,S,FW,X,NR,24975,MOR,LC50,48.0,T,,0.116,1.63610715801832e-06,7.5,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.935542010773082,-5.78618825530285
1009791,518,7782-50-5,LAB,S,S,FW,X,NR,24976,MOR,LC50,48.0,T,,0.085,1.19887162440997e-06,7.5,25.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.07058107428571,-5.92122731881547
1009955,518,108-95-2,LAB,S,S,FW,X,NR,53358,MOR,LC50,48.0,T,,100.0,0.0010625524752425,7.5,5.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,2.0,-2.9736496126701
1009956,518,108-95-2,LAB,S,S,FW,X,NR,53359,MOR,LC50,48.0,T,,92.0,0.0009775482772231,7.5,10.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.96378782734556,-3.00986178532455
1009957,518,108-95-2,LAB,S,S,FW,X,NR,53360,MOR,LC50,48.0,T,,91.0,0.0009669227524707,7.5,15.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.95904139232109,-3.01460822034901
1009958,518,108-95-2,LAB,S,S,FW,X,NR,53361,MOR,LC50,48.0,T,,88.0,0.0009350461782134,7.5,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.94448267215017,-3.02916694051993
1009959,518,108-95-2,LAB,S,S,FW,X,NR,53362,MOR,LC50,48.0,T,,91.2,0.0009690478574212,7.5,25.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.95999483832842,-3.01365477434169
1012030,548,680-31-9,LAB,S,I,FW,X,NR,29272,MOR,LC50,48.0,A,,6670.0,0.0372201524261147,,22.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,3.82412583391655,-1.4292218526538
1012054,551,333-41-5,LAB,S,I,FW,X,NR,15507,MOR,LC50,48.0,F,,0.002,6.571597634441451e-09,7.7,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-2.69897000433602,-8.18232903539086
1012056,551,5871-17-0,LAB,S,I,FW,X,NR,33176,MOR,LC50,48.0,F,,100.0,0.0004801920768307,7.7,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,2.0,-3.31858501007883
1012063,551,3689-24-5,LAB,S,I,FW,X,NR,52510,MOR,LC50,48.0,F,,0.00023,7.13598714722424e-10,7.7,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-3.63827216398241,-9.14654594084811
1012067,553,108-39-4,LAB,NR,NR,FW,NR,NR,14958,MOR,LC50,48.0,F,,18.8,0.0001738487156104,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.27415784926368,-3.75982851352473
1012068,553,106-44-5,LAB,NR,NR,FW,NR,NR,14959,MOR,LC50,48.0,F,,1.4,1.29461809497108e-05,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.146128035678238,-4.88785832711017
1012069,553,95-48-7,LAB,NR,NR,FW,NR,NR,14960,MOR,LC50,48.0,F,,5.0,4.62363605346813e-05,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.698970004336019,-4.33501635845239
1012070,553,108-95-2,LAB,NR,NR,FW,NR,NR,14961,MOR,LC50,48.0,T,,30.1,0.000319828295048,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.47856649559384,-3.49508311707626
1012071,553,7664-41-7,LAB,NR,NR,FW,NR,NR,16670,MOR,LC50,48.0,T,,25.4,0.0014913980268444,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.40483371661994,-2.82640643582706
1012820,600,60-51-5,LAB,S,I,FW,X,NE,2923,MOR,LC50,48.0,A,,1.7,7.4154852780807e-06,,19.5,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.230448921378274,-5.12986042296379
1012822,600,60-51-5,LAB,S,I,FW,X,NE,2925,MOR,LC50,48.0,A,,2.0,8.72410032715376e-06,,19.5,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.301029995663981,-5.05927934867808
1012824,600,60-51-5,LAB,S,I,FW,X,NE,4070,MOR,LC50,48.0,F,,0.83,3.62050163576881e-06,,19.5,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.0809219076239261,-5.44123125196599
1012825,600,60-51-5,LAB,S,I,FW,X,NE,4071,MOR,LC50,48.0,F,,0.83,3.62050163576881e-06,,19.5,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.0809219076239261,-5.44123125196599
1012826,600,60-51-5,LAB,S,I,FW,X,NE,4072,MOR,LC50,48.0,F,,0.83,3.62050163576881e-06,,19.5,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.0809219076239261,-5.44123125196599
1012827,600,60-51-5,LAB,S,I,FW,X,NE,4073,MOR,LC50,48.0,F,,1.26,5.49618320610687e-06,,19.5,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.100370545117563,-5.2599387992245
1012828,600,60-51-5,LAB,S,I,FW,X,NE,4074,MOR,LC50,48.0,F,,1.6,6.97928026172301e-06,,19.5,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.204119982655925,-5.15618936168613
1013740,630,58-89-9,LAB,S,I,FW,X,NR,129186,MOR,LC50,48.0,A,,0.485,1.66764184181344e-06,,20.1,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.314258261397736,-5.777897216783489
1013787,631,1912-24-9,LAB,S,I,FW,X,NR,13304,MOR,LC50,48.0,F,,6.9,3.19903561681049e-05,,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.838849090737255,-4.49498092462419
1013814,632,76-44-8,LAB,S,I,FW,X,NR,7163,MOR,LC50,48.0,A,,0.078,2.08947234263663e-07,,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.10790539730952,-6.67996337303425
1013823,632,107-02-8,LAB,S,I,FW,X,NR,7173,MOR,LC50,48.0,A,,0.057,1.01669522042186e-06,,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.24412514432751,-5.99280921809664
1013828,632,115-29-7,LAB,S,I,FW,X,NR,7178,MOR,LC50,48.0,A,,0.166,4.07962650503825e-07,,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.779891911959945,-6.3893795952988
1022306,792,92-52-4,LAB,F,S,FW,CON,NE,109664,MOR,LC50,48.0,A,,0.36,2.33444859603354e-06,7.6,20.6,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.443697499232713,-5.63181568468232
1022703,821,333-41-5,LAB,S,I,FW,X,NR,111030,MOR,LC50,48.0,A,,0.0008,2.62863905377658e-09,,25.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-3.09691001300806,-8.5802690440629
1022706,821,51-03-6,LAB,S,I,FW,X,NR,111033,MOR,LC50,48.0,A,,2.83,8.36179692344537e-06,,25.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.45178643552429,-5.07770038403483
1023236,843,59-06-3,LAB,S,I,FW,X,NR,23392,MOR,LC50,48.0,F,,200.0,0.000842974840926,,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,2.30102999566398,-3.074185386953
1023241,843,58-14-0,LAB,S,I,FW,X,NR,40963,MOR,LC50,48.0,F,,5.8,2.33203322883293e-05,,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.763427993562937,-4.63226526566432
1023251,843,25875-51-8,LAB,S,I,FW,X,NR,117519,MOR,LC50,48.0,A,,0.075,2.2441650885859e-07,,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.1249387366083,-6.64894519802877
1025780,890,115-29-7,LAB,S,I,FW,X,NR,31493,MOR,LC50,48.0,A,,0.132,3.24404035340391e-07,7.4,10.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.87942606879415,-6.488913752133
1025781,890,115-29-7,LAB,S,I,FW,X,NR,31494,MOR,LC50,48.0,A,,0.062,1.5237159235685e-07,7.4,19.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.20760831050175,-6.8170959938406
1026454,915,67-64-1,LAB,S,NR,FW,X,NR,18333,MOR,LC50,48.0,F,,10.0,0.0001721763031118,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.0,-3.7640266213837905
1026484,915,110-86-1,LAB,S,NR,FW,X,NR,18466,MOR,LC50,48.0,F,,944.0,0.011933959082208,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,2.97497199429807,-1.92321545554854
1026491,915,107-92-6,LAB,S,NR,FW,X,NR,18473,MOR,LC50,48.0,F,,61.0,0.000692347831659,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.78532983501077,-3.15967566361028
1026494,915,108-95-2,LAB,S,NR,FW,X,NR,18484,MOR,LC50,48.0,T,,100.0,0.0010625524752425,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,2.0,-2.9736496126701
1026515,915,79-09-4,LAB,S,NR,FW,X,NR,18802,MOR,LC50,48.0,F,,50.0,0.0006749550937965,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.69897000433602,-3.17072512074691
1026568,915,109-52-4,LAB,S,NR,FW,X,NR,25482,MOR,LC50,48.0,F,,45.0,0.0004406019462339,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.65321251377534,-3.35595358880849
1026606,915,5015-75-8,LAB,S,NR,FW,X,NR,32379,MOR,LC50,48.0,F,,1943.0,0.0075004828857696,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,3.28847280059978,-2.1249107755584
1028088,941,1192-89-8,LAB,NR,I,FW,NR,NR,30338,MOR,LC50,48.0,F,,0.97,2.7125279179084e-06,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.0132282657337552,-5.56662578327017
1028100,941,19937-59-8,LAB,NR,I,FW,NR,NR,126623,MOR,LC50,48.0,F,,160.0,0.0006996676802716,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,2.20411998265593,-3.15510818697662
1028106,941,14437-17-3,LAB,NR,I,FW,NR,NR,127372,MOR,LC50,48.0,F,,0.0091,3.90407145007137e-08,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-2.04095860767891,-7.40848224272467
1028110,941,732-11-6,LAB,NR,I,FW,NR,NR,127376,MOR,LC50,48.0,F,,0.024,7.5635814139667e-08,,,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.61978875828839,-7.12127251401985
